claim_id,date,known_true,criteria_mode,replicate,p,correct_side
trump_2021,"January 21, 2021",False,paraphrase,30,0.14,True
trump_2025,"January 21, 2025",True,true_only,81,0.85,True
trump_2021,"January 21, 2021",False,paired,5,0.19,True
trump_2021,"January 21, 2021",False,empty,51,0.42,True
trump_2021,"January 21, 2021",False,empty,1,0.4,True
trump_2021,"January 21, 2021",False,true_only,64,0.43,True
trump_2021,"January 21, 2021",False,omitted,62,0.24,True
trump_2025,"January 21, 2025",True,omitted,65,0.66,True
trump_2021,"January 21, 2021",False,paired,9,0.23,True
trump_2025,"January 21, 2025",True,true_only,56,0.84,True
trump_2021,"January 21, 2021",False,paraphrase,48,0.14,True
trump_2025,"January 21, 2025",True,empty,22,0.77,True
trump_2025,"January 21, 2025",True,omitted,61,0.66,True
trump_2025,"January 21, 2025",True,paired,21,0.82,True
trump_2021,"January 21, 2021",False,empty,47,0.32,True
trump_2025,"January 21, 2025",True,false_only,98,0.68,True
trump_2025,"January 21, 2025",True,paired,49,0.81,True
trump_2021,"January 21, 2021",False,omitted,75,0.28,True
trump_2025,"January 21, 2025",True,false_only,100,0.72,True
trump_2025,"January 21, 2025",True,omitted,60,0.68,True
trump_2021,"January 21, 2021",False,false_only,31,0.07,True
trump_2021,"January 21, 2021",False,omitted,69,0.27,True
trump_2025,"January 21, 2025",True,true_only,34,0.84,True
trump_2025,"January 21, 2025",True,paired,71,0.83,True
trump_2025,"January 21, 2025",True,paired,19,0.85,True
trump_2025,"January 21, 2025",True,paired,86,0.84,True
trump_2021,"January 21, 2021",False,true_only,72,0.43,True
trump_2025,"January 21, 2025",True,paired,96,0.83,True
trump_2021,"January 21, 2021",False,omitted,47,0.24,True
trump_2025,"January 21, 2025",True,paired,36,0.82,True
trump_2021,"January 21, 2021",False,false_only,26,0.06,True
trump_2021,"January 21, 2021",False,empty,9,0.44,True
trump_2021,"January 21, 2021",False,paired,55,0.27,True
trump_2021,"January 21, 2021",False,false_only,86,0.07,True
trump_2021,"January 21, 2021",False,empty,98,0.4,True
trump_2021,"January 21, 2021",False,paired,33,0.22,True
trump_2021,"January 21, 2021",False,empty,41,0.43,True
trump_2021,"January 21, 2021",False,paired,61,0.23,True
trump_2025,"January 21, 2025",True,paired,8,0.84,True
trump_2025,"January 21, 2025",True,omitted,62,0.67,True
trump_2025,"January 21, 2025",True,omitted,33,0.71,True
trump_2021,"January 21, 2021",False,omitted,86,0.29,True
trump_2025,"January 21, 2025",True,paraphrase,59,0.88,True
trump_2021,"January 21, 2021",False,omitted,39,0.28,True
trump_2025,"January 21, 2025",True,true_only,3,0.83,True
trump_2025,"January 21, 2025",True,empty,46,0.78,True
trump_2021,"January 21, 2021",False,true_only,52,0.33,True
trump_2025,"January 21, 2025",True,paraphrase,40,0.9,True
trump_2025,"January 21, 2025",True,omitted,78,0.66,True
trump_2025,"January 21, 2025",True,true_only,82,0.85,True
trump_2025,"January 21, 2025",True,true_only,47,0.85,True
trump_2025,"January 21, 2025",True,false_only,14,0.7,True
trump_2025,"January 21, 2025",True,omitted,32,0.67,True
trump_2025,"January 21, 2025",True,empty,74,0.76,True
trump_2025,"January 21, 2025",True,empty,87,0.79,True
trump_2021,"January 21, 2021",False,omitted,94,0.22,True
trump_2025,"January 21, 2025",True,omitted,100,0.72,True
trump_2025,"January 21, 2025",True,omitted,25,0.72,True
trump_2021,"January 21, 2021",False,paraphrase,18,0.13,True
trump_2021,"January 21, 2021",False,omitted,15,0.26,True
trump_2021,"January 21, 2021",False,omitted,46,0.29,True
trump_2021,"January 21, 2021",False,true_only,67,0.33,True
trump_2021,"January 21, 2021",False,false_only,70,0.07,True
trump_2025,"January 21, 2025",True,true_only,9,0.85,True
trump_2021,"January 21, 2021",False,false_only,18,0.05,True
trump_2021,"January 21, 2021",False,false_only,52,0.06,True
trump_2025,"January 21, 2025",True,paraphrase,70,0.89,True
trump_2021,"January 21, 2021",False,paraphrase,13,0.13,True
trump_2021,"January 21, 2021",False,paired,75,0.29,True
trump_2021,"January 21, 2021",False,paraphrase,41,0.12,True
trump_2025,"January 21, 2025",True,paraphrase,53,0.89,True
trump_2025,"January 21, 2025",True,true_only,59,0.85,True
trump_2021,"January 21, 2021",False,true_only,71,0.33,True
trump_2021,"January 21, 2021",False,false_only,91,0.05,True
trump_2021,"January 21, 2021",False,paraphrase,85,0.14,True
trump_2025,"January 21, 2025",True,paired,46,0.85,True
trump_2021,"January 21, 2021",False,false_only,21,0.07,True
trump_2021,"January 21, 2021",False,false_only,40,0.08,True
trump_2021,"January 21, 2021",False,empty,3,0.44,True
trump_2025,"January 21, 2025",True,paired,67,0.82,True
trump_2025,"January 21, 2025",True,paraphrase,4,0.89,True
trump_2021,"January 21, 2021",False,true_only,6,0.43,True
trump_2025,"January 21, 2025",True,paired,40,0.83,True
trump_2025,"January 21, 2025",True,empty,19,0.78,True
trump_2025,"January 21, 2025",True,true_only,71,0.84,True
trump_2025,"January 21, 2025",True,paraphrase,65,0.88,True
trump_2021,"January 21, 2021",False,paraphrase,82,0.13,True
trump_2021,"January 21, 2021",False,false_only,4,0.07,True
trump_2025,"January 21, 2025",True,paraphrase,73,0.89,True
trump_2021,"January 21, 2021",False,paired,87,0.21,True
trump_2025,"January 21, 2025",True,omitted,74,0.66,True
trump_2025,"January 21, 2025",True,paraphrase,62,0.87,True
trump_2025,"January 21, 2025",True,paraphrase,78,0.88,True
trump_2021,"January 21, 2021",False,empty,37,0.32,True
trump_2025,"January 21, 2025",True,true_only,61,0.86,True
trump_2025,"January 21, 2025",True,false_only,30,0.68,True
trump_2021,"January 21, 2021",False,true_only,50,0.37,True
trump_2025,"January 21, 2025",True,omitted,11,0.71,True
trump_2021,"January 21, 2021",False,false_only,17,0.07,True
trump_2025,"January 21, 2025",True,omitted,9,0.69,True
trump_2021,"January 21, 2021",False,paraphrase,46,0.12,True
trump_2021,"January 21, 2021",False,paraphrase,43,0.11,True
trump_2025,"January 21, 2025",True,false_only,28,0.74,True
trump_2025,"January 21, 2025",True,true_only,77,0.85,True
trump_2025,"January 21, 2025",True,empty,97,0.79,True
trump_2025,"January 21, 2025",True,omitted,89,0.68,True
trump_2021,"January 21, 2021",False,paired,20,0.28,True
trump_2025,"January 21, 2025",True,omitted,30,0.66,True
trump_2025,"January 21, 2025",True,paraphrase,71,0.89,True
trump_2025,"January 21, 2025",True,empty,32,0.77,True
trump_2021,"January 21, 2021",False,omitted,45,0.24,True
trump_2021,"January 21, 2021",False,empty,7,0.41,True
trump_2021,"January 21, 2021",False,omitted,57,0.25,True
trump_2025,"January 21, 2025",True,paired,18,0.83,True
trump_2025,"January 21, 2025",True,true_only,1,0.86,True
trump_2021,"January 21, 2021",False,paired,10,0.28,True
trump_2021,"January 21, 2021",False,false_only,36,0.05,True
trump_2025,"January 21, 2025",True,true_only,98,0.84,True
trump_2025,"January 21, 2025",True,false_only,44,0.72,True
trump_2025,"January 21, 2025",True,false_only,12,0.75,True
trump_2021,"January 21, 2021",False,omitted,100,0.24,True
trump_2025,"January 21, 2025",True,paraphrase,67,0.9,True
trump_2021,"January 21, 2021",False,empty,79,0.36,True
trump_2021,"January 21, 2021",False,true_only,51,0.38,True
trump_2025,"January 21, 2025",True,empty,14,0.79,True
trump_2021,"January 21, 2021",False,false_only,13,0.07,True
trump_2021,"January 21, 2021",False,false_only,47,0.07,True
trump_2021,"January 21, 2021",False,paired,28,0.2,True
trump_2021,"January 21, 2021",False,paired,85,0.23,True
trump_2021,"January 21, 2021",False,paired,16,0.23,True
trump_2025,"January 21, 2025",True,true_only,68,0.83,True
trump_2025,"January 21, 2025",True,paraphrase,56,0.89,True
trump_2025,"January 21, 2025",True,paraphrase,28,0.89,True
trump_2021,"January 21, 2021",False,paired,23,0.16,True
trump_2025,"January 21, 2025",True,omitted,90,0.67,True
trump_2025,"January 21, 2025",True,false_only,96,0.72,True
trump_2025,"January 21, 2025",True,paraphrase,25,0.89,True
trump_2025,"January 21, 2025",True,paired,1,0.84,True
trump_2025,"January 21, 2025",True,omitted,18,0.73,True
trump_2021,"January 21, 2021",False,omitted,41,0.25,True
trump_2025,"January 21, 2025",True,empty,63,0.8,True
trump_2021,"January 21, 2021",False,false_only,99,0.06,True
trump_2025,"January 21, 2025",True,empty,39,0.78,True
trump_2021,"January 21, 2021",False,false_only,49,0.06,True
trump_2025,"January 21, 2025",True,paired,87,0.85,True
trump_2025,"January 21, 2025",True,paraphrase,81,0.89,True
trump_2021,"January 21, 2021",False,paired,62,0.22,True
trump_2021,"January 21, 2021",False,paraphrase,74,0.11,True
trump_2025,"January 21, 2025",True,paraphrase,7,0.88,True
trump_2021,"January 21, 2021",False,omitted,79,0.25,True
trump_2025,"January 21, 2025",True,false_only,82,0.73,True
trump_2021,"January 21, 2021",False,false_only,33,0.07,True
trump_2021,"January 21, 2021",False,true_only,69,0.41,True
trump_2025,"January 21, 2025",True,empty,57,0.78,True
trump_2021,"January 21, 2021",False,omitted,5,0.26,True
trump_2021,"January 21, 2021",False,paraphrase,63,0.14,True
trump_2021,"January 21, 2021",False,omitted,77,0.24,True
trump_2025,"January 21, 2025",True,paraphrase,83,0.9,True
trump_2021,"January 21, 2021",False,empty,22,0.37,True
trump_2021,"January 21, 2021",False,true_only,38,0.39,True
trump_2025,"January 21, 2025",True,paraphrase,2,0.9,True
trump_2025,"January 21, 2025",True,paraphrase,47,0.88,True
trump_2021,"January 21, 2021",False,paraphrase,76,0.15,True
trump_2021,"January 21, 2021",False,false_only,94,0.06,True
trump_2025,"January 21, 2025",True,false_only,55,0.7,True
trump_2025,"January 21, 2025",True,paraphrase,45,0.89,True
trump_2021,"January 21, 2021",False,empty,90,0.39,True
trump_2025,"January 21, 2025",True,empty,7,0.78,True
trump_2025,"January 21, 2025",True,empty,47,0.78,True
trump_2021,"January 21, 2021",False,omitted,19,0.26,True
trump_2021,"January 21, 2021",False,omitted,93,0.3,True
trump_2021,"January 21, 2021",False,true_only,4,0.43,True
trump_2021,"January 21, 2021",False,empty,50,0.4,True
trump_2021,"January 21, 2021",False,false_only,23,0.07,True
trump_2021,"January 21, 2021",False,empty,62,0.37,True
trump_2025,"January 21, 2025",True,false_only,77,0.72,True
trump_2025,"January 21, 2025",True,false_only,16,0.74,True
trump_2025,"January 21, 2025",True,empty,62,0.76,True
trump_2025,"January 21, 2025",True,false_only,69,0.71,True
trump_2025,"January 21, 2025",True,empty,100,0.76,True
trump_2021,"January 21, 2021",False,omitted,16,0.26,True
trump_2025,"January 21, 2025",True,omitted,14,0.66,True
trump_2021,"January 21, 2021",False,empty,99,0.43,True
trump_2021,"January 21, 2021",False,empty,91,0.32,True
trump_2025,"January 21, 2025",True,paired,89,0.83,True
trump_2021,"January 21, 2021",False,omitted,31,0.27,True
trump_2025,"January 21, 2025",True,paraphrase,57,0.88,True
trump_2021,"January 21, 2021",False,paraphrase,11,0.1,True
trump_2021,"January 21, 2021",False,false_only,9,0.07,True
trump_2025,"January 21, 2025",True,false_only,8,0.71,True
trump_2025,"January 21, 2025",True,false_only,66,0.73,True
trump_2021,"January 21, 2021",False,paraphrase,56,0.11,True
trump_2021,"January 21, 2021",False,paired,92,0.21,True
trump_2025,"January 21, 2025",True,paraphrase,68,0.89,True
trump_2021,"January 21, 2021",False,empty,95,0.39,True
trump_2025,"January 21, 2025",True,empty,35,0.78,True
trump_2025,"January 21, 2025",True,empty,68,0.79,True
trump_2021,"January 21, 2021",False,paired,100,0.27,True
trump_2021,"January 21, 2021",False,paraphrase,25,0.11,True
trump_2025,"January 21, 2025",True,paraphrase,66,0.89,True
trump_2025,"January 21, 2025",True,empty,2,0.77,True
trump_2025,"January 21, 2025",True,false_only,79,0.7,True
trump_2021,"January 21, 2021",False,paired,53,0.29,True
trump_2021,"January 21, 2021",False,paraphrase,37,0.12,True
trump_2025,"January 21, 2025",True,paired,64,0.84,True
trump_2025,"January 21, 2025",True,true_only,64,0.83,True
trump_2021,"January 21, 2021",False,empty,48,0.4,True
trump_2021,"January 21, 2021",False,false_only,10,0.06,True
trump_2025,"January 21, 2025",True,true_only,74,0.81,True
trump_2025,"January 21, 2025",True,omitted,13,0.66,True
trump_2025,"January 21, 2025",True,paired,31,0.81,True
trump_2021,"January 21, 2021",False,omitted,48,0.28,True
trump_2025,"January 21, 2025",True,empty,40,0.76,True
trump_2021,"January 21, 2021",False,true_only,30,0.36,True
trump_2025,"January 21, 2025",True,true_only,38,0.84,True
trump_2021,"January 21, 2021",False,omitted,98,0.24,True
trump_2025,"January 21, 2025",True,true_only,28,0.83,True
trump_2025,"January 21, 2025",True,empty,21,0.8,True
trump_2021,"January 21, 2021",False,paired,37,0.17,True
trump_2021,"January 21, 2021",False,true_only,41,0.45,True
trump_2021,"January 21, 2021",False,false_only,59,0.06,True
trump_2025,"January 21, 2025",True,paired,75,0.8,True
trump_2021,"January 21, 2021",False,true_only,5,0.39,True
trump_2021,"January 21, 2021",False,empty,11,0.34,True
trump_2025,"January 21, 2025",True,false_only,97,0.7,True
trump_2021,"January 21, 2021",False,paraphrase,4,0.1,True
trump_2021,"January 21, 2021",False,paired,49,0.22,True
trump_2025,"January 21, 2025",True,paired,14,0.82,True
trump_2025,"January 21, 2025",True,paired,33,0.82,True
trump_2021,"January 21, 2021",False,empty,20,0.4,True
trump_2025,"January 21, 2025",True,true_only,14,0.86,True
trump_2021,"January 21, 2021",False,true_only,46,0.39,True
trump_2021,"January 21, 2021",False,omitted,49,0.29,True
trump_2025,"January 21, 2025",True,omitted,34,0.71,True
trump_2025,"January 21, 2025",True,paraphrase,3,0.87,True
trump_2021,"January 21, 2021",False,empty,34,0.43,True
trump_2025,"January 21, 2025",True,empty,86,0.79,True
trump_2025,"January 21, 2025",True,paired,100,0.83,True
trump_2025,"January 21, 2025",True,paraphrase,99,0.87,True
trump_2025,"January 21, 2025",True,paraphrase,64,0.89,True
trump_2025,"January 21, 2025",True,empty,84,0.77,True
trump_2025,"January 21, 2025",True,paired,99,0.81,True
trump_2021,"January 21, 2021",False,omitted,82,0.26,True
trump_2025,"January 21, 2025",True,false_only,80,0.71,True
trump_2021,"January 21, 2021",False,empty,49,0.39,True
trump_2021,"January 21, 2021",False,paraphrase,62,0.12,True
trump_2021,"January 21, 2021",False,false_only,15,0.07,True
trump_2025,"January 21, 2025",True,omitted,28,0.68,True
trump_2025,"January 21, 2025",True,omitted,52,0.67,True
trump_2021,"January 21, 2021",False,omitted,90,0.25,True
trump_2021,"January 21, 2021",False,empty,13,0.35,True
trump_2025,"January 21, 2025",True,false_only,52,0.73,True
trump_2021,"January 21, 2021",False,omitted,17,0.25,True
trump_2021,"January 21, 2021",False,true_only,60,0.41,True
trump_2025,"January 21, 2025",True,paraphrase,42,0.89,True
trump_2025,"January 21, 2025",True,true_only,10,0.84,True
trump_2021,"January 21, 2021",False,empty,63,0.45,True
trump_2021,"January 21, 2021",False,paired,6,0.19,True
trump_2025,"January 21, 2025",True,omitted,3,0.69,True
trump_2025,"January 21, 2025",True,paraphrase,50,0.88,True
trump_2025,"January 21, 2025",True,false_only,17,0.74,True
trump_2025,"January 21, 2025",True,omitted,29,0.7,True
trump_2025,"January 21, 2025",True,empty,25,0.77,True
trump_2025,"January 21, 2025",True,omitted,85,0.68,True
trump_2025,"January 21, 2025",True,false_only,32,0.74,True
trump_2025,"January 21, 2025",True,paired,13,0.81,True
trump_2025,"January 21, 2025",True,paraphrase,43,0.9,True
trump_2025,"January 21, 2025",True,paired,73,0.82,True
trump_2021,"January 21, 2021",False,false_only,22,0.07,True
trump_2025,"January 21, 2025",True,paired,10,0.83,True
